id,verdict,reason,better,batch,attribution_read
report9:306a0ba73c,deny,"0.18 is the spread among C1/C2/C3's decline rates, not an ANCOVA edge-step range",spread of C1/C2/C3 observed_balanced means (≈0.18),report9 part 4,Spread_Combined_Edge_step_range = 0.179605 [10_consolidated_report_numbers.csv]
report9:29acca5b25,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,FarField / Impact · drift_scale = -13.0989 [25_04_baci_corroboration.csv]
report9:5e12ffda66,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,1 · C1 · observed_balanced_annual_mean_mm_yr = -10.9749 [25_10_record_length_composition.csv]
report9:6230656e86,deny,"28.8 mm/yr is a minimum-detectable-rate figure, not a PET monthly-trend slope","minimum detectable rate (≈28.8mm/yr), not PET trend slope",report9 part 4,full_record / 2 · slope_mm_per_yr = 0.0288289 [00_06_pet_monthly_trends.csv] as mm
report9:cc0736f98f,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,C5 (Coastal Forest) · unexplained_mm_yr = -0.679849 [25_03_cluster_partition.csv]
report9:0e828bc706,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,1 · C1 · observed_balanced_annual_mean_mm_yr = -10.9749 [25_10_record_length_composition.csv]
report9:b419de1fba,deny,"the table's climate column is climate_plus_far_field_mm_yr (2.829), not the model parameter c_mm_yr from a different fit variant",C1 climate_plus_far_field_mm_yr=2.829 [25_03_cluster_partition.csv],report9 part 4,full_canopy / exponential · c_mm_yr = 2.83 [25_01_panel_fit_parameters.csv]
report9:091b7dacf0,deny,"C1's coastal_gradient is 0.000 in 25_03_cluster_partition.csv; the cited 25_14 diff is a different, coincidentally-zero quantity",coastal_gradient_mm_yr=0.000 [25_03_cluster_partition.csv] C1 row,report9 part 4,full_lincap_canopy / Impact · predicted_diff_vs_impact_mm_yr = 0 [25_14_correction_diagnostic_spring.csv]
report9:61b3b519c3,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,C1 (Lake Edge) · unexplained_mm_yr = -13.8043 [25_03_cluster_partition.csv]
report9:e962a6057c,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,2 · C2 · n_wells_summer = 28 [25_08_spring_vs_summer_comparison.csv]
report9:6ea0f2fe5a,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,2 · C2 · mean_dist_coast_m_summer = 1473.35 [25_08_spring_vs_summer_comparison.csv]
report9:721c635ccd,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,2 · C2 · observed_balanced_annual_mean_mm_yr_summer = -11.0988 [25_08_spring_vs_summer_comparison.csv]
report9:c9f0904332,deny,"the table's climate column is climate_plus_far_field_mm_yr (2.829), not c_mm_yr from 25_01",C2 climate_plus_far_field_mm_yr=2.829 [25_03_cluster_partition.csv],report9 part 4,full_canopy / exponential · c_mm_yr = 2.83 [25_01_panel_fit_parameters.csv]
report9:95e6cffeba,deny,"C2's coastal_gradient is 0.000 in 25_03_cluster_partition.csv, not the 25_14 correction-diagnostic value",coastal_gradient_mm_yr=0.000 [25_03_cluster_partition.csv] C2 row,report9 part 4,full_lincap_canopy / Impact · predicted_diff_vs_impact_mm_yr = 0 [25_14_correction_diagnostic_spring.csv]
report9:01fc3702a7,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,C2 (Dune) · unexplained_mm_yr = -13.9282 [25_03_cluster_partition.csv]
report9:102eaa5703,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,3 · C3 · n_wells_summer = 17 [25_08_spring_vs_summer_comparison.csv]
report9:387a83b90c,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,3 · C3 · mean_dist_coast_m_summer = 802.747 [25_08_spring_vs_summer_comparison.csv]
report9:9da69620e6,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,3 · C3 · observed_balanced_annual_mean_mm_yr_summer = -14.1507 [25_08_spring_vs_summer_comparison.csv]
report9:be5cbb11af,deny,"the table's climate column is climate_plus_far_field_mm_yr (2.829), not c_mm_yr from 25_01",C3 climate_plus_far_field_mm_yr=2.829 [25_03_cluster_partition.csv],report9 part 4,full_canopy / exponential · c_mm_yr = 2.83 [25_01_panel_fit_parameters.csv]
report9:a0cf590e0b,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,3 · C3 · coastal_gradient_mm_yr_summer = -3.1941 [25_08_spring_vs_summer_comparison.csv]
report9:1f97709399,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,C3 (Western Residual) · unexplained_mm_yr = -13.786 [25_03_cluster_partition.csv]
report9:f2550bd4db,deny,"C4's n_wells=4 is in the 25_03 cluster-partition row, not C1's n_wells_short from the record-length-composition file",n_wells=4 [25_03_cluster_partition.csv] C4 row,report9 part 4,1 · C1 · n_wells_short = 4 [25_10_record_length_composition.csv]
report9:7e78b46ba2,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,4 · C4 · mean_dist_coast_m = 888.9 [25_03_cluster_partition.csv]
report9:76469f6e06,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,4 · C4 · observed_balanced_annual_mean_mm_yr = -6.52605 [25_03_cluster_partition.csv]
report9:383e3775da,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,5 · C5 · climate_plus_far_field_mm_yr = 2.82941 [25_03_cluster_partition.csv]
report9:5b422b7ff0,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,4 · C4 · coastal_gradient_mm_yr = -0.172746 [25_03_cluster_partition.csv]
report9:82972228c4,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,C4 (Main Forest) · unexplained_mm_yr = -9.18272 [25_03_cluster_partition.csv]
report9:2abd2c2021,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,min of n_wells_summer · n_wells_summer = 3 [25_08_spring_vs_summer_comparison.csv]
report9:430cfe9294,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,5 · C5 · mean_dist_coast_m = 372.1 [25_03_cluster_partition.csv]
report9:c0507ce3cc,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,5 · C5 · observed_balanced_annual_mean_mm_yr = -16.1472 [25_03_cluster_partition.csv]
report9:c44a6ea7a0,deny,"the table's climate column is climate_plus_far_field_mm_yr (2.829) from the primary file, not the matched-window-sensitivity identified_sum",C5 climate_plus_far_field_mm_yr=2.829 [25_03_cluster_partition.csv],report9 part 4,full_panel · identified_sum_mm_yr = 2.82941 [25_11_matched_window_sensitivity.csv]
report9:4326d2384b,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,5 · C5 · coastal_gradient_mm_yr = -18.2968 [25_03_cluster_partition.csv]
report9:bd6863da3a,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,C5 (Coastal Forest) · unexplained_mm_yr = -0.679849 [25_03_cluster_partition.csv]
report9:42cafadd46,deny,"9 mm/yr is C4's |unexplained| magnitude, not C3's summer-trend slope",C4 |unexplained_mm_yr| ≈9.18 [25_03_cluster_partition.csv],report9 part 4,C3 · Slope_m_per_yr = -0.0094 [14_summer_trend_stats.csv] as mm
report9:fb17debb25,deny,"14 mm/yr is C2's |unexplained| magnitude, not a clearfell/spring-slope SE",C2 |unexplained_mm_yr| ≈13.93 [25_03_cluster_partition.csv],report9 part 4,Climate / Climate Ctrl · Clearfell_SE_m = 0.0143 [10d_08_spring_mixed_model_results.csv] as mm
report9:b2ccb08992,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,C5 (Coastal Forest) · unexplained_mm_yr = -0.679849 [25_03_cluster_partition.csv]
report9:e795f23426,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,min of far_field_offset_mm_yr · far_field_offset_mm_yr = -0.103835 [25_03_cluster_partition.csv]
report9:82549830ab,deny,"0.55 is c_far's standard error, not a residuals-file minimum or an R2 minimum",forest_free/linear_capped c_se=0.55 [25_01_panel_fit_parameters.csv],report9 part 4,min of per-column mins = -0.548635 [23_residuals_extended_wide.csv]
report9:7a5d45f5ee,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,far_field_c_vif_vs_cwb = 1.00916 [25_report_numbers.csv]
report9:c377ed2e68,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,forest_free / linear_capped · c_mm_yr = -0.1 [25_01_panel_fit_parameters.csv]
report9:552273821d,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,trend_annual_pet = 1.95646 [00_report_numbers.csv]
report9:9b21eee7d8,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,trend_annual_pet_t = 2.67324 [00_report_numbers.csv]
report9:045f762187,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,trend_annual_pet_1931_2025 = 0.319879 [00_report_numbers.csv]
report9:193da72c93,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,trend_annual_pet_1931_2025_t · 00_report_numbers.csv · committed 4.513203464811712 · index proposed
report9:a792273255,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,trend_annual_pet_1960_2025 = 0.585052 [00_report_numbers.csv]
report9:4efc5561bf,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,trend_annual_pet_1960_2025_t · 00_report_numbers.csv · committed 5.03105236145866 · index proposed
report9:ef905e17af,deny,"3% is PET's coefficient of variation, not an ANCOVA scraping-step percentage","PET coefficient of variation (≈3%), not ANCOVA_Climate_Impact_scraping_step",report9 part 4,ANCOVA_Climate_Impact_scraping_step = 0.0280939 [10_consolidated_report_numbers.csv] as %
report9:aed0b9fd8d,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,trend_summer_balance · 00_report_numbers.csv · committed -4.185612555877525 · index proposed
report9:4ee7d1c1ff,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,trend_winter_balance = 3.73963 [00_report_numbers.csv]
report9:9cd6c208f7,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,trend_summer_balance_t · 00_report_numbers.csv · committed -1.2816823146577725 · index proposed
report9:98a5c534f4,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,trend_winter_balance_t = 0.838783 [00_report_numbers.csv]
report9:52d3925e06,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,trend_annual_balance = 1.10179 [00_report_numbers.csv]
report9:7be64b720e,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,trend_annual_balance_t = 0.272693 [00_report_numbers.csv]
report9:2dbf35f3dd,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,transect_trend_mm_yr = -28.1612 [38_report_numbers.csv]
report9:b3cece77ee,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,transect_trend_ci_lo = -34.2267 [38_report_numbers.csv]
report9:d5b2bf0ef8,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,transect_trend_ci_hi = -21.9841 [38_report_numbers.csv]
report9:a75524787f,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,transect_n_eff = 14 [38_report_numbers.csv]
report9:7dfbe0f2ba,deny,"the network-scale δ0 headline is from the primary panel fit, not a single well's leave-one-out value",forest_free/linear_capped delta_0_mm_yr=-31.35 [25_01_panel_fit_parameters.csv],report9 part 4,d38 · C2 · delta_0_loo_mm_yr = -31.2751 [25_16_delta0_leave_one_out.csv]
report9:ad6aa49c95,deny,ceh22's absolute-terms trend is not the ranwell-sites residual minimum,"ceh22's absolute trend (≈-21.9mm/yr), not 43_01_ranwell_sites.csv residual",report9 part 4,min of refined_resid_m · refined_resid_m = -0.0218747 [43_01_ranwell_sites.csv] as mm
report9:95d1926448,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,transect_coastal_end_spearman_anchored = -0.868132 [38_report_numbers.csv]
report9:43ea671f37,deny,"−0.32 is the transect's raw-level spearman rho, not a ridge-lag phi_resid minimum",transect raw-level spearman rho (≈-0.32) [38_report_numbers.csv],report9 part 4,C5 min of phi_resid · phi_resid = -0.322512 [23_ridge_lag_fits.csv]
